550,-50,400.000000,-180,0,-180
552,-49.1184,400.000000,-180,0,-180
554,-48.2336,400.000000,-180,0,-180
556,-47.3456,400.000000,-180,0,-180
558,-46.4544,400.000000,-180,0,-180
560,-45.56,400.000000,-180,0,-180
562,-44.6624,400.000000,-180,0,-180
564,-43.7616,400.000000,-180,0,-180
566,-42.8576,400.000000,-180,0,-180
568,-41.9504,400.000000,-180,0,-180
570,-41.04,400.000000,-180,0,-180
572,-40.1264,400.000000,-180,0,-180
574,-39.2096,400.000000,-180,0,-180
576,-38.2896,400.000000,-180,0,-180
578,-37.3664,400.000000,-180,0,-180
580,-36.44,400.000000,-180,0,-180
582,-35.5104,400.000000,-180,0,-180
584,-34.5776,400.000000,-180,0,-180
586,-33.6416,400.000000,-180,0,-180
588,-32.7024,400.000000,-180,0,-180
590,-31.76,400.000000,-180,0,-180
592,-30.8144,400.000000,-180,0,-180
594,-29.8656,400.000000,-180,0,-180
596,-28.9136,400.000000,-180,0,-180
598,-27.9584,400.000000,-180,0,-180
600,-27,400.000000,-180,0,-180
602,-26.0384,400.000000,-180,0,-180
604,-25.0736,400.000000,-180,0,-180
606,-24.1056,400.000000,-180,0,-180
608,-23.1344,400.000000,-180,0,-180
610,-22.16,400.000000,-180,0,-180
612,-21.1824,400.000000,-180,0,-180
614,-20.2016,400.000000,-180,0,-180
616,-19.2176,400.000000,-180,0,-180
618,-18.2304,400.000000,-180,0,-180
620,-17.24,400.000000,-180,0,-180
622,-16.2464,400.000000,-180,0,-180
624,-15.2496,400.000000,-180,0,-180
626,-14.2496,400.000000,-180,0,-180
628,-13.2464,400.000000,-180,0,-180
630,-12.24,400.000000,-180,0,-180
632,-11.2304,400.000000,-180,0,-180
634,-10.2176,400.000000,-180,0,-180
636,-9.2016,400.000000,-180,0,-180
638,-8.1824,400.000000,-180,0,-180
640,-7.16,400.000000,-180,0,-180
642,-6.1344,400.000000,-180,0,-180
644,-5.1056,400.000000,-180,0,-180
646,-4.0736,400.000000,-180,0,-180
648,-3.0384,400.000000,-180,0,-180
650,-2,400.000000,-180,0,-180
652,-0.9584,400.000000,-180,0,-180
654,0.0864,400.000000,-180,0,-180
656,1.1344,400.000000,-180,0,-180
658,2.1856,400.000000,-180,0,-180
660,3.24,400.000000,-180,0,-180
662,4.2976,400.000000,-180,0,-180
664,5.3584,400.000000,-180,0,-180
666,6.4224,400.000000,-180,0,-180
668,7.4896,400.000000,-180,0,-180
670,8.56,400.000000,-180,0,-180
672,9.6336,400.000000,-180,0,-180
674,10.7104,400.000000,-180,0,-180
676,11.7904,400.000000,-180,0,-180
678,12.8736,400.000000,-180,0,-180
680,13.96,400.000000,-180,0,-180
682,15.0496,400.000000,-180,0,-180
684,16.1424,400.000000,-180,0,-180
686,17.2384,400.000000,-180,0,-180
688,18.3376,400.000000,-180,0,-180
690,19.44,400.000000,-180,0,-180
692,20.5456,400.000000,-180,0,-180
694,21.6544,400.000000,-180,0,-180
696,22.7664,400.000000,-180,0,-180
698,23.8816,400.000000,-180,0,-180
700,25,400.000000,-180,0,-180
702,26.1216,400.000000,-180,0,-180
704,27.2464,400.000000,-180,0,-180
706,28.3744,400.000000,-180,0,-180
708,29.5056,400.000000,-180,0,-180
710,30.64,400.000000,-180,0,-180
712,31.7776,400.000000,-180,0,-180
714,32.9184,400.000000,-180,0,-180
716,34.0624,400.000000,-180,0,-180
718,35.2096,400.000000,-180,0,-180
720,36.36,400.000000,-180,0,-180
722,37.5136,400.000000,-180,0,-180
724,38.6704,400.000000,-180,0,-180
726,39.8304,400.000000,-180,0,-180
728,40.9936,400.000000,-180,0,-180
730,42.16,400.000000,-180,0,-180
732,43.3296,400.000000,-180,0,-180
734,44.5024,400.000000,-180,0,-180
736,45.6784,400.000000,-180,0,-180
738,46.8576,400.000000,-180,0,-180
740,48.04,400.000000,-180,0,-180
742,49.2256,400.000000,-180,0,-180
744,50.4144,400.000000,-180,0,-180
746,51.6064,400.000000,-180,0,-180
748,52.8016,400.000000,-180,0,-180
750,54,400.000000,-180,0,-180
752,55.2016,400.000000,-180,0,-180
754,56.4064,400.000000,-180,0,-180
756,57.6144,400.000000,-180,0,-180
758,58.8256,400.000000,-180,0,-180
760,60.04,400.000000,-180,0,-180
762,61.2576,400.000000,-180,0,-180
764,62.4784,400.000000,-180,0,-180
766,63.7024,400.000000,-180,0,-180
768,64.9296,400.000000,-180,0,-180
770,66.16,400.000000,-180,0,-180
772,67.3936,400.000000,-180,0,-180
774,68.6304,400.000000,-180,0,-180
776,69.8704,400.000000,-180,0,-180
